article_name,article_content,processed_article_content
033.txt,"Protesters plan airport challenge

Campaigners against the expansion of Britain's airports have begun challenging the government's plans in the High Court.

BAA's expansion of Stansted Airport in Essex by building an extra runway is one of the most fiercely opposed plans. Opponents say the £2bn cost of the new runway could not be met unless cash from Heathrow and Gatwick was used. They said this is illegal under current rules and are trying to block the government from changing legislation. BAA are also owners of the airports at Heathrow and Gatwick. They have said they cannot raise the money needed for the Stansted upgrades from current landing charges. BAA also says it has attempted to involve communities in any future airport plans.

Groups challenging the plans include Stop Stansted Expansion, Heathrow anti-noise campaigners HACAN Clearskies and the London boroughs of Hillingdon and Wandsworth. Their opponents are also likely to complain there was no public consultation before an extra runway was built at Luton Airport, or when it changed take-off and landing procedures at Heathrow. If the group wins, the government's future aviation plans outlined in last year's transport White Paper could be left in ruins.

The campaigners will say the government did not adequately consider the building of new airports, such as one planned for the Isle of Sheppey east of London. Lord Hanningfield, leader of Essex County Council, told BBC Radio 4's Today programme: ""We are going to the High Court because we want a judge to rule there should be a proper inquiry. ""We want a judge to say there has been inadequate preparation, consultation and thought before the government came out with its Green Paper. ""Then there could be a proper debate nationally about where this extra capacity should go."" He added: ""Politicians should not decide where runways should be."" The Stansted expansion, apart from the building of the new runway, would also need to include new terminal buildings to deal with the projected 50m passengers who will use it every year.

The airport is the hub of many of the no-frills airlines operating in the UK. But BAA has said it has attempted to involve communities in any future airport plans. At Heathrow, Gatwick, Edinburgh and Glasgow airports, BAA launched a series of consultations on blight to properties from the proposed expansion in September 2004, which will close next week. BAA is also offering to buy noise-hit properties for an index-linked, unblighted price. At Heathrow, BAA said it was working closely with all interested parties to see how the strict environmental, air quality and noise targets for a third runway can be met. At Gatwick, the company has written to homes and business likely to be affected by any extra runway.
",protester plan airport challenge campaigner expansion britain airport begun challenging government plan high court baa expansion stansted airport essex building extra runway one fiercely opposed plan opponent say bn cost new runway could met unless cash heathrow gatwick used said illegal current rule trying block government changing legislation baa also owner airport heathrow gatwick said raise money needed stansted upgrade current landing charge baa also say attempted involve community future airport plan group challenging plan include stop stansted expansion heathrow anti noise campaigner hacan clearskies london borough hillingdon wandsworth opponent also likely complain public consultation extra runway built luton airport changed take landing procedure heathrow group win government future aviation plan outlined last year transport white paper could left ruin campaigner say government adequately consider building new airport one planned isle sheppey east london lord hanningfield leader essex county council told bbc radio today programme going high court want judge rule proper inquiry want judge say inadequate preparation consultation thought government came green paper could proper debate nationally extra capacity go added politician decide runway stansted expansion apart building new runway would also need include new terminal building deal projected passenger use every year airport hub many frill airline operating uk baa said attempted involve community future airport plan heathrow gatwick edinburgh glasgow airport baa launched series consultation blight property proposed expansion september close next week baa also offering buy noise hit property index linked unblighted price heathrow baa said working closely interested party see strict environmental air quality noise target third runway met gatwick company written home business likely affected extra runway
034.txt,"Tories attack burglar 'U-turns'

Tory leader Michael Howard has accused Tony Blair of performing U-turns over rules on using force against burglars.

The government has ruled out amending the present law, which allows ""reasonable force"" in self defence. Mr Howard branded the decision unacceptable, saying: ""It is not householders who should be frightened, it's the burglars."" Home Secretary Charles Clarke said ministers had kept to their pledge to review the law.

Metropolitan Police Commissioner Sir John Stevens last month backed a Tory attempt to change the law so only householders using ""grossly disproportionate"" force could be prosecuted. The pressure prompted the prime minister to say the police and Crown Prosecution Service would be consulted as part of a review of the law. He told MPs: ""If we get the right response from those people, we will, of course, support a change in the law."" Instead, the government has decided no change is needed but there will be a publicity campaign so people are clear they are entitled to defend themselves. On Thursday, Mr Howard told BBC Radio 4's Today programme Mr Blair had initially refused the law change, then had come round to the idea and was now backtracking again. He said: ""We've had three policy positions in three months and two U-turns. ""It's not surprising Gordon Brown told him: 'There's nothing you could say to me now that I could ever believe.'""

Mr Howard said the ""grossly disproportionate"" test matched the hurdle ministers had introduced for civil cases where burglars where claimed compensation from householders. The issue entered the public spotlight when Norfolk farmer Tony Martin was jailed for shooting dead a 16-year-old burglar in 1999 as he ran away from the farm. But the home secretary said Mr Howard was wrong to say the law was biased in favour of burglars. The barrister who had represented Mr Martin had said the rules were ""weighted overwhelmingly"" in favour of the householder, said Mr Clarke. He said: ""The problem is there has not been enough understanding of it - that was the point Sir John Stevens was making and the prime minister was making."" The new guidance would help ensure clarity on the issue, added Mr Clarke. The director of public prosecutions, Ken Macdonald, says only 11 householders or occupiers of business premises have been prosecuted in the last 15 years. Those cases included a warehouse manager who had waited for a burglar, tied him up, beat him and set him alight, he said. Tory MP Patrick Mercer's private member's bill to change the law received a first reading in Parliament on Wednesday and goes to a full debate next month.
",tory attack burglar u turn tory leader michael howard accused tony blair performing u turn rule using force burglar government ruled amending present law allows reasonable force self defence mr howard branded decision unacceptable saying householder frightened burglar home secretary charles clarke said minister kept pledge review law metropolitan police commissioner sir john stevens last month backed tory attempt change law householder using grossly disproportionate force could prosecuted pressure prompted prime minister say police crown prosecution service would consulted part review law told mp get right response people course support change law instead government decided change needed publicity campaign people clear entitled defend thursday mr howard told bbc radio today programme mr blair initially refused law change come round idea backtracking said three policy position three month two u turn surprising gordon brown told nothing could say could ever believe mr howard said grossly disproportionate test matched hurdle minister introduced civil case burglar claimed compensation householder issue entered public spotlight norfolk farmer tony martin jailed shooting dead year old burglar ran away farm home secretary said mr howard wrong say law biased favour burglar barrister represented mr martin said rule weighted overwhelmingly favour householder said mr clarke said problem enough understanding point sir john stevens making prime minister making new guidance would help ensure clarity issue added mr clarke director public prosecution ken macdonald say householder occupier business premise prosecuted last year case included warehouse manager waited burglar tied beat set alight said tory mp patrick mercer private member bill change law received first reading parliament wednesday go full debate next month
035.txt,"Leaders meet over Turkish EU bid

Tony Blair has met Italian Prime Minister Silvio Berlusconi and German Chancellor Gerhard Schroeder to talk about Turkey entering the EU.

The Downing Street talks covered a range of other topics ahead of an EU summit in Brussels later in the week. Mr Blair is an enthusiastic proponent of talks to bring Turkey within the recently-expanded EU. Italy and Germany also favour an early start to talks, but there is scepticism in France and elsewhere. Some are worried that Turkey's large and rapidly growing population and low average income might make integration into the EU difficult.

Some are concerned that a change of government could lead to Turkey reneging on key human rights reforms it has recently enacted. And many in France would prefer Turkey to admit that World War I-era killing of Armenians constituted genocide. There are also issues in France and the Netherlands over the possible problems of integrating the first major Muslim nation into the EU. But Mr Blair and the Labour government have been the staunchest backers of Turkish accession, provided it sticks with human rights and economic reform. Mr Blair's official spokesman said: ""The prime minister has regular meetings with both of them and particularly in advance of European Councils. ""The key issue at this week's council will be that of Turkey, but they will also discuss a range of other matters.""
",leader meet turkish eu bid tony blair met italian prime minister silvio berlusconi german chancellor gerhard schroeder talk turkey entering eu downing street talk covered range topic ahead eu summit brussels later week mr blair enthusiastic proponent talk bring turkey within recently expanded eu italy germany also favour early start talk scepticism france elsewhere worried turkey large rapidly growing population low average income might make integration eu difficult concerned change government could lead turkey reneging key human right reform recently enacted many france would prefer turkey admit world war era killing armenian constituted genocide also issue france netherlands possible problem integrating first major muslim nation eu mr blair labour government staunchest backer turkish accession provided stick human right economic reform mr blair official spokesman said prime minister regular meeting particularly advance european council key issue week council turkey also discus range matter
036.txt,"Choose hope over fear - Kennedy

Voters will have a clear choice between the politics of fear and the politics of hope in the next general election, said Charles Kennedy.

In his New Year message the Liberal Democrat leader said Labour and the Conservatives were united in relying on fear and ""populist scares"". He said his party was the one of hope and was ready for a 2005 poll. On the Asian tsunami he said it had been ""very heartening"" to learn of the generosity being shown by Britons. Mr Kennedy said his thoughts were with all those caught up in the disaster, which had dominated the Christmas and New Year period. At home he said many people were turning to the Liberal Democrats as they became disheartened with the politics of the other two main parties.

The general election would be a three-party struggle, as the Conservative party ""fades away"" as a national force and the Liberal Democrats challenge Labour in its heartlands, he said. ""A clear division is emerging in British politics - the politics of fear versus the politics of hope. ""Labour is counting on the politics of fear, ratcheting up talk of threats, crime and insecurity. While the Conservatives are re-working their populist scares about asylum and the European 'menace',"" he said. He said the government was using this climate of fear to try to strip away civil liberties.

It was already using detention without trial at Belmarsh Prison, ignoring a recent Law Lords judgement that this contravenes basic human rights, he said. He also criticised attempts to bring in trial without jury, plans to lower the burden of proof in some criminal trials, curbing of rights to protest, increased stop and search powers and ID card plans. He said while everyone had the right to be secure they also had the right to be protected against unfair discrimination. ""But at the same time, an overmighty state is a dangerous one,"" he said. His party ""instinctively"" understood the ""new liberal Britain"" which is no longer a nation with one family structure, and one colour, he said. ""We are less deferential; more inclined to think for ourselves; more open about sexuality and equality. ""Our national institutions are changing too. We are no longer a nation of one church; we are a nation of many faiths. In our attitudes and the way we live our lives, this is in many ways a liberal Britain.""
",choose hope fear kennedy voter clear choice politics fear politics hope next general election said charles kennedy new year message liberal democrat leader said labour conservative united relying fear populist scare said party one hope ready poll asian tsunami said heartening learn generosity shown briton mr kennedy said thought caught disaster dominated christmas new year period home said many people turning liberal democrat became disheartened politics two main party general election would three party struggle conservative party fade away national force liberal democrat challenge labour heartland said clear division emerging british politics politics fear versus politics hope labour counting politics fear ratcheting talk threat crime insecurity conservative working populist scare asylum european menace said said government using climate fear try strip away civil liberty already using detention without trial belmarsh prison ignoring recent law lord judgement contravenes basic human right said also criticised attempt bring trial without jury plan lower burden proof criminal trial curbing right protest increased stop search power id card plan said everyone right secure also right protected unfair discrimination time overmighty state dangerous one said party instinctively understood new liberal britain longer nation one family structure one colour said le deferential inclined think open sexuality equality national institution changing longer nation one church nation many faith attitude way live life many way liberal britain
037.txt,"Profile: David Miliband

David Miliband's rapid rise through the ranks of government continues with his promotion to Cabinet Office minister.

Elected in a safe Labour seat in 2001 his previous job was school standards minister - a role he won in May 2002. Prior to the last election he was a key figure in New Labour as the head of the Downing Street policy unit where he was a key member of the manifesto writing team. Seen as one of the more intellectual figures in the government, he was also working for Tony Blair in his policy unit when he was leader of the opposition.

A brief glance at Mr Miliband's family background reveals an impressive socialist pedigree in the form of his father Ralph, who died in 1994. He was an eminent and influential leftwing academic. And while David Miliband is seen as a key Blair lieutenant his brother Ed is a special advisor to Chancellor Gordon Brown. Prior to working for Mr Blair, David Miliband spent time at the left-leaning Institute for Public Policy Research. He then became secretary of the Commission on Social Justice. The 39-year-old was educated at Haverstock Comprehensive before going on to Oxford to study politics, philosophy and economics. He also took an MSc in political science from the Massachusetts Institute of Technology.
",profile david miliband david miliband rapid rise rank government continues promotion cabinet office minister elected safe labour seat previous job school standard minister role may prior last election key figure new labour head downing street policy unit key member manifesto writing team seen one intellectual figure government also working tony blair policy unit leader opposition brief glance mr miliband family background reveals impressive socialist pedigree form father ralph died eminent influential leftwing academic david miliband seen key blair lieutenant brother ed special advisor chancellor gordon brown prior working mr blair david miliband spent time left leaning institute public policy research became secretary commission social justice year old educated haverstock comprehensive going oxford study politics philosophy economics also took msc political science massachusetts institute technology
038.txt,"Borders rail link campaign rally

Campaigners are to stage a rally calling for a Borders rail link which was closed in 1969 to be reopened.

They will mark the 36th anniversary of the line closure, which ran from Edinburgh through the Borders and on to Carlisle, with a walk at Tweedbank. Anne Borthwick, of Campaign for Borders Rail, said reopening the Waverley Line would restore the area's prosperity. MSPs are considering the reintroduction of passenger rail services through Midlothian to the Borders. Campaigners have said that reopening the Waverley Line, which could cost up to £100m, would be a huge economic boost for the Borders.

In 2000, Borders Council said the area's economy had suffered since the closure. Ms Borthwick said the lobby group was determined to keep the pressure on the Scottish Executive. ""We are hoping that many people will join us in a march to mark the 36th anniversary of the closure of the Waverley Line,"" she said. ""Campaign for Borders Rail is the biggest independent lobby group in Scotland and we have been lobbying tirelessly for the reinstatement of rail services to the Borders and eventually to Carlisle.

""We believe that it is time for the Scottish Executive to commit to the first phase of the project by pledging to fund the line between Edinburgh and Tweedbank in the first instance and then investigate extending the line in the future."" Ms Borthwick said reopening the line would be a prosperous move and protect the character of the Scottish Borders. A study in 2000, which was commissioned by the executive, Scottish Borders Council, Midlothian Council and Scottish Borders Enterprise, found that a half-hourly service from Tweedbank to Edinburgh could cover its operating costs. It also found that a half-hourly service from Gorebridge to Edinburgh could cover operating costs and that a freight railway joining the West Coast Main Line at Longtown could also be reinstated.
",border rail link campaign rally campaigner stage rally calling border rail link closed reopened mark th anniversary line closure ran edinburgh border carlisle walk tweedbank anne borthwick campaign border rail said reopening waverley line would restore area prosperity msps considering reintroduction passenger rail service midlothian border campaigner said reopening waverley line could cost would huge economic boost border border council said area economy suffered since closure m borthwick said lobby group determined keep pressure scottish executive hoping many people join u march mark th anniversary closure waverley line said campaign border rail biggest independent lobby group scotland lobbying tirelessly reinstatement rail service border eventually carlisle believe time scottish executive commit first phase project pledging fund line edinburgh tweedbank first instance investigate extending line future m borthwick said reopening line would prosperous move protect character scottish border study commissioned executive scottish border council midlothian council scottish border enterprise found half hourly service tweedbank edinburgh could cover operating cost also found half hourly service gorebridge edinburgh could cover operating cost freight railway joining west coast main line longtown could also reinstated
039.txt,"'Hitler' row over Welsh arts cash

An artist critical of Welsh arts funding being brought under assembly government control has denied comparing the idea with dictatorships in Russia and Germany.

Shani Rhys James is worried that the Arts Council of Wales may be taken over by the Welsh Assembly Government. Culture Minister Alun Pugh said it would be ""crass and ignorant"" to liken a quango review to Hitler's Germany. But Ms James emphasised she had actually said artists needed freedom. The future of the Arts Council of Wales has been in question since it was announced that most Welsh quangos would eventually be abolished.

It was announced last July that three Welsh quangos, education and training body Elwa, the Wales Tourist Board and the Welsh Development Agency, would be brought under assembly government control. The Arts Council of Wales may be among the next to come under the assembly government's umbrella. But Ms James, who won the £30,000 Jerwood painting prize in 2003, said arts funding should be separate from government. Ms James told BBC Radio Wales: ""It's quite dangerous when you involve politicians because it's not like the health service and it's not like the railways. ""Free expression is absolutely vital in a democratic society. You need distance, you do not need government interference because it could be taken the wrong way.""

But she said reports that she had likened the assembly government to totalitarian regimes were inaccurate.

She told Good Morning Wales: ""Just to put the record straight, that business in the paper where it said I likened the government to Bolshevik Russia or Hitler's Germany, the actual quote I gave was: 'It is vital to a civilised society that we allow artists to express themselves without government control'. ""As we know from past European history, i.e. Russia and Germany in the early 20th Century, artists will go underground or leave the country or rather than compromise their expression'. ""Artists need a free voice to express themselves - they reflect a truth through their own art forms.'"" She said the assembly government was not best placed to run the arts in Wales.

She added: ""It would be a momentous change and devastating to the arts. It would set the arts scene back 60 years, because I really don't think the government has the expertise. ""If you have the National Assembly taking control, I fear you are going to be going back to the dragons and leeks and the choirs.

""Wales has moved on. It is international now. It is not set back in How Green Was My Valley?"" Responding to Ms James' criticisms, Mr Pugh said: ""The structure of unelected quangos is under review and we have made it clear that further announcements are due shortly. ""Comparing the Welsh Assembly Government to Hitler's Germany is a crass and ignorant response to a real issue about democratic accountability."" Ms James, whose father was Welsh, was born in Melbourne where her parents worked in the theatre. She moved to Powys nearly 20 years ago where she works from her studio near Llangadfan. She has won a number of arts prizes including the Wales Open in 1989 and the Mostyn Open in 1991.
",hitler row welsh art cash artist critical welsh art funding brought assembly government control denied comparing idea dictatorship russia germany shani rhys james worried art council wale may taken welsh assembly government culture minister alun pugh said would crass ignorant liken quango review hitler germany m james emphasised actually said artist needed freedom future art council wale question since announced welsh quango would eventually abolished announced last july three welsh quango education training body elwa wale tourist board welsh development agency would brought assembly government control art council wale may among next come assembly government umbrella m james jerwood painting prize said art funding separate government m james told bbc radio wale quite dangerous involve politician like health service like railway free expression absolutely vital democratic society need distance need government interference could taken wrong way said report likened assembly government totalitarian regime inaccurate told good morning wale put record straight business paper said likened government bolshevik russia hitler germany actual quote gave vital civilised society allow artist express without government control know past european history e russia germany early th century artist go underground leave country rather compromise expression artist need free voice express reflect truth art form said assembly government best placed run art wale added would momentous change devastating art would set art scene back year really think government expertise national assembly taking control fear going going back dragon leek choir wale moved international set back green valley responding m james criticism mr pugh said structure unelected quango review made clear announcement due shortly comparing welsh assembly government hitler germany crass ignorant response real issue democratic accountability m james whose father welsh born melbourne parent worked theatre moved powys nearly year ago work studio near llangadfan number art prize including wale open mostyn open
040.txt,"Lords wrong on detainees - Straw

Jack Straw has attacked the decision by Britain's highest court that detaining foreign terrorist suspects without trial breaks human rights laws.

The foreign secretary said the right to life was the ""most important liberty"" and the government had a duty to protect people from terrorism. Law lords were ""simply wrong"" to imply the men were being held arbitrarily. New Home Secretary Charles Clarke vowed the nine men would remain in prison while the law was being reviewed.

The House of Lords ruled by an eight to one majority in favour of appeals by the men - dealing a major blow to the government's anti-terror policy.

But Mr Straw denied it amounted to a ""constitutional crisis"". He said those held had a right of appeal to the special immigration appeal tribunal and the decision to hold the suspects was upheld by that court. ""The law lords are simply wrong to imply that this is a decision to detain these people on the whim or the certificate of the home secretary,"" he told BBC Radio 4's Today programme. The foreign secretary insisted it was for Parliament, and not judges, to decide how best Britain could be defended against the threat of terrorism. But Liberal Democrat peer Lord Carlile, the government's independent reviewer of anti-terrorism laws, said it was possible some of the detainees could now be released. He said the Law Lords' ruling was an ""embarrassment"" for the government and major changes were needed to the law.

The ruling came on Charles Clarke's first day as home secretary following David Blunkett's resignation. In a statement to MPs, Mr Clarke said: ""I will be asking Parliament to renew this legislation in the New Year.

""In the meantime, we will be studying the judgment carefully to see whether it is possible to modify our legislation to address the concerns raised by the House of Lords."" The detainees took their case to the House of Lords after the Court of Appeal backed the Home Office's powers to hold them without limit or charge. The government opted out of part of the European Convention on Human Rights concerning the right to a fair trial in order to bring in anti-terrorism legislation in response to the 11 September attacks in the US. Any foreign national suspected of links with terrorism can be detained or can opt to be deported. But those detained cannot be deported if this would mean persecution in their homeland. On Thursday, Lord Bingham - a senior law lord - said the rules were incompatible with the European Convention on Human Rights as they allowed detentions ""in a way that discriminates on the ground of nationality or immigration status"" by justifying detention without trial for foreign suspects, but not Britons. Lord Nicholls of Birkenhead, in his ruling, said: ""Indefinite imprisonment without charge or trial is anathema in any country which observes the rule of law.

In a statement, detainee 'A' in Woodhill Prison said: ""I hope now that the government will act upon this decision, scrap this illegal 'law' and release me and the other internees to return to our families and loved ones."" The case was heard by a panel of nine law lords rather than the usual five because of the constitutional importance of the case. Solicitor Gareth Pierce, who represents eight of the detainees, claimed the detention had driven four of the detainees to ""madness"", saying two were being held in Broadmoor hospital.
",lord wrong detainee straw jack straw attacked decision britain highest court detaining foreign terrorist suspect without trial break human right law foreign secretary said right life important liberty government duty protect people terrorism law lord simply wrong imply men held arbitrarily new home secretary charles clarke vowed nine men would remain prison law reviewed house lord ruled eight one majority favour appeal men dealing major blow government anti terror policy mr straw denied amounted constitutional crisis said held right appeal special immigration appeal tribunal decision hold suspect upheld court law lord simply wrong imply decision detain people whim certificate home secretary told bbc radio today programme foreign secretary insisted parliament judge decide best britain could defended threat terrorism liberal democrat peer lord carlile government independent reviewer anti terrorism law said possible detainee could released said law lord ruling embarrassment government major change needed law ruling came charles clarke first day home secretary following david blunkett resignation statement mp mr clarke said asking parliament renew legislation new year meantime studying judgment carefully see whether possible modify legislation address concern raised house lord detainee took case house lord court appeal backed home office power hold without limit charge government opted part european convention human right concerning right fair trial order bring anti terrorism legislation response september attack u foreign national suspected link terrorism detained opt deported detained deported would mean persecution homeland thursday lord bingham senior law lord said rule incompatible european convention human right allowed detention way discriminates ground nationality immigration status justifying detention without trial foreign suspect briton lord nicholls birkenhead ruling said indefinite imprisonment without charge trial anathema country observes rule law statement detainee woodhill prison said hope government act upon decision scrap illegal law release internee return family loved one case heard panel nine law lord rather usual five constitutional importance case solicitor gareth pierce represents eight detainee claimed detention driven four detainee madness saying two held broadmoor hospital
044.txt,"MPs quiz aides over royal income

Senior officials at the two bodies generating private income for the Queen and Prince of Wales are to be questioned by MPs.

Aides from the Duchy of Lancaster and Duchy of Cornwall will appear before the Commons Public Accounts Committee. It has been reported they could be questioned about Prince Charles' spending on Camilla Parker Bowles. But BBC correspondent Peter Hunt said they are not responsible for how money is spent and may be unable to answer. Duchy officials, who will appear before the committee on Monday, are only responsible for generating money. The Duchy of Lancaster provides the Queen's private income, while the Duchy of Cornwall provides Prince Charles' annual income. The Duchy of Cornwall is a 140,000-acre estate across 25 counties, and also includes residential properties, shops, offices, stocks and shares. It was set up in 1337 by King Edward III to provide income for successive heirs to the throne. It covers the cost of the prince's public and private life - neither Charles, nor William and Harry, receive taxpayers' money from the Civil List. However, the Prince of Wales did receive over £4m from government departments and grants-in-aid in 2003-4. The duchy last year generated almost £12m. The prince has voluntarily paid income tax - currently 40% - since 1993.
",mp quiz aide royal income senior official two body generating private income queen prince wale questioned mp aide duchy lancaster duchy cornwall appear common public account committee reported could questioned prince charles spending camilla parker bowles bbc correspondent peter hunt said responsible money spent may unable answer duchy official appear committee monday responsible generating money duchy lancaster provides queen private income duchy cornwall provides prince charles annual income duchy cornwall acre estate across county also includes residential property shop office stock share set king edward iii provide income successive heir throne cover cost prince public private life neither charles william harry receive taxpayer money civil list however prince wale receive government department grant aid duchy last year generated almost prince voluntarily paid income tax currently since
043.txt,"Parties warned over 'grey vote'

Political parties cannot afford to take older UK voters for granted in the coming election, says Age Concern.

A survey for the charity suggests 69% of over-55s say they always vote in a general election compared with just 17% of 18 to 24 year olds. Charity boss Gordon Lishman said if a ""decisive blow"" was struck at the election it would be by older voters who could be relied on to turn out. A total of 3,028 adults aged 18 or over were interviewed for the study. Mr Lishman urged the next government to boost state pension.

He also called for measures to combat ageism and build effective public services to ""support us all in an ageing society"". ""Older people want to see manifesto commitments that will make a difference to their lives,"" Mr Lishman said. ""Political parties must wake up to the fact that unless they address the demands and concerns of older people they will not keep or attract their vote."" In the survey carried out by ICM Research, 14% of people aged between 18 and 34 said they never voted in general elections. Among the over-65s, 70% said they would be certain to vote in an immediate election, compared with 39% of people under 55. Age Concern says the over-55s are ""united around"" key areas of policy they want the government to focus on. For 57%, pensions and the NHS were key issues, while the economy was important for a third, and tax was a crucial area for 25%.
",party warned grey vote political party afford take older uk voter granted coming election say age concern survey charity suggests say always vote general election compared year old charity bos gordon lishman said decisive blow struck election would older voter could relied turn total adult aged interviewed study mr lishman urged next government boost state pension also called measure combat ageism build effective public service support u ageing society older people want see manifesto commitment make difference life mr lishman said political party must wake fact unless address demand concern older people keep attract vote survey carried icm research people aged said never voted general election among said would certain vote immediate election compared people age concern say united around key area policy want government focus pension nh key issue economy important third tax crucial area
045.txt,"Tory leader 'cleared' over work

Scottish Conservative Party leader David McLetchie claims he has been cleared over a potential conflict of interest.

The Edinburgh MSP earns up to £30,000 a year from the law firm Tods Murray, where he is a partner. Mr McLetchie said he has taken advice from Holyrood officials about what details he needs to declare. He was advised to exercise judgement to avoid the perception of a conflict and said he had done nothing wrong. As an MSP, Mr McLetchie signed a parliamentary motion questioning expansion plans for Edinburgh Airport.

It then emerged Tods Murray has a client which opposes the development. Mr McLetchie then sought guidance from the standards committee to clarify his position. BBC Scotland's political correspondent Glenn Campbell said no complaint had been made against Mr McLetchie, but questions were raised about his dual role. Glenn said MSPs are advised to guard against a conflict of interests and a perception of a conflict.

Mr McLetchie said: ""I'm quite clear that no conflicts of interest arise in my case, that the judgement I took has effectively been vindicated when you look at the advice that has been given to me and that these allegations are unfounded."" He said nothing had changed in respect of his work with the law firm and it was a matter he would have to discuss with the other partners at Tods Murray. ""The firm and I have a very good working relationship and we have done for the last six years,"" said Mr McLetchie. ""I don't suppose I'll be working forever as a lawyer or a politician. I deserve to retire from both, but I'm not willing to put time limits on them.""
",tory leader cleared work scottish conservative party leader david mcletchie claim cleared potential conflict interest edinburgh msp earns year law firm tod murray partner mr mcletchie said taken advice holyrood official detail need declare advised exercise judgement avoid perception conflict said done nothing wrong msp mr mcletchie signed parliamentary motion questioning expansion plan edinburgh airport emerged tod murray client opposes development mr mcletchie sought guidance standard committee clarify position bbc scotland political correspondent glenn campbell said complaint made mr mcletchie question raised dual role glenn said msps advised guard conflict interest perception conflict mr mcletchie said quite clear conflict interest arise case judgement took effectively vindicated look advice given allegation unfounded said nothing changed respect work law firm matter would discus partner tod murray firm good working relationship done last six year said mr mcletchie suppose working forever lawyer politician deserve retire willing put time limit
046.txt,"Blair and Blunkett Sheffield trip

Tony Blair is to join Home Secretary David Blunkett in a visit to Sheffield on Thursday.

Mr Blunkett's conduct is being looked at to establish whether he abused his position in relation to his ex-lover. The Parliamentary standards watchdog is looking at his decision to give Kimberly Quinn free rail tickets. He is also being investigated over the visa application of Mrs Quinn's ex-nanny. The visit to Sheffield will be seen as a show of unity by Mr Blair.

On Wednesday during Prime Minister's Questions, Tory leader Michael Howard went on the offensive over comments Mr Blunkett is alleged to have made in a new biography. He is understood to have made a series of criticisms about his Cabinet colleagues from the prime minister down. Mr Howard said Mr Blunkett had complained he had inherited a ""giant mess"" when he took over at the Home Office from Jack Straw, now foreign secretary. The Tory leader went on: ""He doesn't stop there: he thinks the culture secretary's weak; he thinks the trade secretary doesn't think strategically and he thinks the education secretary hasn't developed as expected. ""He says the prime minister doesn't like being told the truth and the chancellor - no doubt the prime minister will agree with this - is a bully."" Mr Blair retorted voters remembered the record of a government and no comments by politicians.

The home secretary has already admitted he was wrong to give the two first class tickets, given to him as an MP, to Mrs Quinn and has since paid the £180 back. He has apologised for ""a genuine mistake"" and says he will write to the watchdog to answer further questions. The rail tickets are meant to help MPs' spouses get between Westminster and their constituencies. After his inquiry, Parliamentary watchdog Sir Philip Mawer will report to the Commons Standards and Privileges Committee, the group of MPs who will recommend to the full House of Commons what action - if any - should be taken against Mr Blunkett.

The separate inquiry by ex-senior civil servant Sir Alan Budd is investigating whether the home secretary helped fast-track a bid by Mrs Quinn's nanny, Leoncia Casalme, to stay in the UK. Last week, Mr Blunkett won the first round of a High Court battle with Mrs Quinn for access to her son. Mr Blunkett declined to comment about his own position, saying the inquiry was under way and the High Court had stressed his right to privacy did not affect his job in improving security and stability. Downing Street has stressed Mr Blair's support for the home secretary.
",blair blunkett sheffield trip tony blair join home secretary david blunkett visit sheffield thursday mr blunkett conduct looked establish whether abused position relation ex lover parliamentary standard watchdog looking decision give kimberly quinn free rail ticket also investigated visa application mr quinn ex nanny visit sheffield seen show unity mr blair wednesday prime minister question tory leader michael howard went offensive comment mr blunkett alleged made new biography understood made series criticism cabinet colleague prime minister mr howard said mr blunkett complained inherited giant mess took home office jack straw foreign secretary tory leader went stop think culture secretary weak think trade secretary think strategically think education secretary developed expected say prime minister like told truth chancellor doubt prime minister agree bully mr blair retorted voter remembered record government comment politician home secretary already admitted wrong give two first class ticket given mp mr quinn since paid back apologised genuine mistake say write watchdog answer question rail ticket meant help mp spouse get westminster constituency inquiry parliamentary watchdog sir philip mawer report common standard privilege committee group mp recommend full house common action taken mr blunkett separate inquiry ex senior civil servant sir alan budd investigating whether home secretary helped fast track bid mr quinn nanny leoncia casalme stay uk last week mr blunkett first round high court battle mr quinn access son mr blunkett declined comment position saying inquiry way high court stressed right privacy affect job improving security stability downing street stressed mr blair support home secretary
