article_name,article_content,processed_article_content
136.txt,"Ukraine revisits state sell-offs

Ukraine is preparing what could be a wholesale review of the privatisation of thousands of businesses by the previous administration.

The new President, Viktor Yushchenko, has said a ""limited"" list of companies is being drawn up. But on Wednesday Prime Minister Yulia Tymoshenko said the government was planning to renationalise 3,000 firms. The government says many privatised firms were sold to allies of the last administration at rock-bottom prices. More than 90,000 businesses in all, from massive corporations to tiny shopfronts, have been sold off since 1992, as the command economy built up when Ukraine was part of the Soviet Union was dismantled.

Ms Tymoshenko said prosecutors had drawn up a list of more than 3,000 businesses which were to be reviewed. ""We will return to the state that which was illegally put into private hands.""

A day earlier, Mr Yushchenko - keen to reassure potential investors - had said only 30 to 40 top firms would be targeted. The list ""will be limited and final, and will not be extended after its completion"", he said. An open-ended list could further damage outside investors' fragile faith in Ukraine, said Stuart Hensel of the Economist Intelligence Unit. But the government seemed keen not to make the review look like the kind of wholesale renationalisation which many fear in Russia, Mr Hensel said. As a result, it was planning to resell rather than keep firms in state hands. ""They're aware of the need not to scare investors, and to be careful of internal divides within Ukraine,"" he said. ""They don't want to be seen to be transferring assets from one set of oligarchs to a new set."" Foreign investment in Ukraine, at about $40 a head in 2004, is one of the lowest among ex-Soviet states.

Mr Yushchenko became president after two elections in December, the first of which was annulled amid allegations of voting irregularities and massive street protests.

His opponent, Viktor Yanukovich, still has huge support in the country's eastern industrial heartland. Mr Yushchenko's administration has accused its predecessor, led by ex-President Leonid Kuchma, of corruption. The privatisation review's number one target is a steel mill sold to a consortium which included Viktor Pinchuk, Mr Kuchma's son-in-law, for $800m (£424m) despite higher bids from several foreign groups. The mill, Krivorizhstal, is one of the world's most profitable. ""We say Krivorizhstal was stolen, and at any cost we will return it to the state,"" Mr Yushchenko told an investors' conference in Kiev.

One of the jilted bidders, Netherlands-based group LNM, said it welcomed the possibility that the mill might be back on the market.

""If the original privatisation is annulled and a new tender issued, then we would look at it with great interest,"" a spokesman told BBC News. A resale of Krivorizhstal could potentially triple the price, according to the Economist Intelligence Unit's Mr Hensel. But he warned that the government could decide to take the easy route of revaluing the company and charging the existing owners the revised price rather than undertaking a fresh sale. ""That way, Mr Yushchenko can go to the public and say he has forced the oligarchs to play by the rules,"" he told BBC News.
","ukraine revisits state sell-offs ukraine preparing could wholesale review privatisation thousand business previous administration . new president , viktor yushchenko , said `` limited '' list company drawn . wednesday prime minister yulia tymoshenko said government planning renationalise 3,000 firm . government say many privatised firm sold ally last administration rock-bottom price . 90,000 business , massive corporation tiny shopfront , sold since 1992 , command economy built ukraine part soviet union dismantled . m tymoshenko said prosecutor drawn list 3,000 business reviewed . `` return state illegally put private hand . '' day earlier , mr yushchenko - keen reassure potential investor - said 30 40 top firm would targeted . list `` limited final , extended completion '' , said . open-ended list could damage outside investor ' fragile faith ukraine , said stuart hensel economist intelligence unit . government seemed keen make review look like kind wholesale renationalisation many fear russia , mr hensel said . result , planning resell rather keep firm state hand . `` 're aware need scare investor , careful internal divide within ukraine , '' said . `` n't want seen transferring asset one set oligarch new set . '' foreign investment ukraine , $ 40 head 2004 , one lowest among ex-soviet state . mr yushchenko became president two election december , first annulled amid allegation voting irregularity massive street protest . opponent , viktor yanukovich , still huge support country 's eastern industrial heartland . mr yushchenko 's administration accused predecessor , led ex-president leonid kuchma , corruption . privatisation review 's number one target steel mill sold consortium included viktor pinchuk , mr kuchma 's son-in-law , $ 800m ( £424m ) despite higher bid several foreign group . mill , krivorizhstal , one world 's profitable . `` say krivorizhstal stolen , cost return state , '' mr yushchenko told investor ' conference kiev . one jilted bidder , netherlands-based group lnm , said welcomed possibility mill might back market . `` original privatisation annulled new tender issued , would look great interest , '' spokesman told bbc news . resale krivorizhstal could potentially triple price , according economist intelligence unit 's mr hensel . warned government could decide take easy route revaluing company charging existing owner revised price rather undertaking fresh sale . `` way , mr yushchenko go public say forced oligarch play rule , '' told bbc news ."
137.txt,"Bank set to leave rates on hold

UK interest rates are set to remain on hold at 4.75% following the latest meeting of the Bank of England.

The Bank's rate-setting committee has put up rates five times in the past year but rates have been on hold since September amid signs of a slowdown. Economic growth slowed in the previous quarter, as manufacturing output fell, while consumer confidence has slipped. There is also growing evidence that the previously booming UK housing market is now cooling.

House prices fell 0.4% in October, according to the Nationwide, their biggest monthly fall since February 2001. Last month, Bank of England governor Mervyn King said that the economy had hit a ""softer patch"" after rapid economic growth in the first half of 2004. Richard Jeffrey, chief economist at Bridgewell Securities, said it was very unlikely that the Bank of England would put rates up again this time around. ""There have been sufficient signs in the economy of a slowdown to stay the Bank of England's hand,"" he told BBC Radio 4's Today programme. However, Mr Jeffrey said he believed the slowdown in economic activity was temporary and it was dangerous to assume that rates had peaked. ""I still think interest rates are going up,"" he said. ""We are not out of the woods.""
","bank set leave rate hold uk interest rate set remain hold 4.75 % following latest meeting bank england . bank 's rate-setting committee put rate five time past year rate hold since september amid sign slowdown . economic growth slowed previous quarter , manufacturing output fell , consumer confidence slipped . also growing evidence previously booming uk housing market cooling . house price fell 0.4 % october , according nationwide , biggest monthly fall since february 2001. last month , bank england governor mervyn king said economy hit `` softer patch '' rapid economic growth first half 2004. richard jeffrey , chief economist bridgewell security , said unlikely bank england would put rate time around . `` sufficient sign economy slowdown stay bank england 's hand , '' told bbc radio 4 's today programme . however , mr jeffrey said believed slowdown economic activity temporary dangerous assume rate peaked . `` still think interest rate going , '' said . `` wood . ''"
138.txt,"Winter freeze keeps oil above $50

Oil prices carried on rising on Wednesday after cold weather on both sides of the North Atlantic pushed US crude prices to four-month highs.

Freezing temperatures and heavy snowfalls took crude oil prices past $50 a barrel on Tuesday for the first time since November. Declines in the dollar have also contributed to the rising oil price. US crude was trading at $51.39 at 0710 GMT in Asian electronic trade on Wednesday. A barrel of US crude oil closed up $2.80 at $51.15 in New York on Tuesday. Opec members said on Tuesday that, given such high prices, the cartel saw no reason to cut its output.

Although below last year's peak of $55.67 a barrel, which was reached in October, prices are now well above 2004's average of $41.48. Brent crude also rose in London trading, adding $1.89 to $48.62 at the close.

Much of western Europe and the north east of America has been shivering under unseasonably low temperatures in recent days. The decline in the US dollar to a five-week low against the euro has also served to inflate prices. ""The primary factor is the weak dollar,"" said Victor Shum, a Singapore-based analyst with Purvin and Gertz. Expectations that a rebound in the dollar would halt the oil price rise were not immediately borne out on Wednesday morning, as oil prices carried on upwards as the dollar strengthened against the euro, the pound and the yen.

Several Opec members said on Tuesday that a cut in production was unlikely, citing rising prices and strong demand for oil from Asia. ""I agree that we do not need to cut supply if the prices are as much as this,"" Fathi Bin Shatwan, Libya's oil minister, told Reuters. ""I do not think we need to cut unless the prices are falling below $35 a barrel,"" he added.
","winter freeze keep oil $ 50 oil price carried rising wednesday cold weather side north atlantic pushed u crude price four-month high . freezing temperature heavy snowfall took crude oil price past $ 50 barrel tuesday first time since november . decline dollar also contributed rising oil price . u crude trading $ 51.39 0710 gmt asian electronic trade wednesday . barrel u crude oil closed $ 2.80 $ 51.15 new york tuesday . opec member said tuesday , given high price , cartel saw reason cut output . although last year 's peak $ 55.67 barrel , reached october , price well 2004 's average $ 41.48 . brent crude also rose london trading , adding $ 1.89 $ 48.62 close . much western europe north east america shivering unseasonably low temperature recent day . decline u dollar five-week low euro also served inflate price . `` primary factor weak dollar , '' said victor shum , singapore-based analyst purvin gertz . expectation rebound dollar would halt oil price rise immediately borne wednesday morning , oil price carried upwards dollar strengthened euro , pound yen . several opec member said tuesday cut production unlikely , citing rising price strong demand oil asia . `` agree need cut supply price much , '' fathi bin shatwan , libya 's oil minister , told reuters . `` think need cut unless price falling $ 35 barrel , '' added ."
139.txt,"German jobless rate at new record

More than 5.2 million Germans were out of work in February, new figures show.

The figure of 5.216 million people, or 12.6% of the working-age population, is the highest jobless rate in Europe's biggest economy since the 1930s. The news comes as the head of Germany's panel of government economic advisers predicted growth would again stagnate. Speaking on German TV, Bert Ruerup said the panel's earlier forecast of 1.4% was too optimistic and warned growth would be just 1% in 2005.

The German government is trying to tackle the stubbornly-high levels of joblessness with a range of labour market reforms. At their centre is the ""Hartz-IV"" programme introduced in January to shake up welfare benefits and push people back into work - even if some of the jobs are heavily subsidised. The latest unemployment figures look set to increase the pressure on the government. Widely leaked to the German newspapers a day in advance, they produced screaming headlines criticising Chancellor Gerhard Schroeder's Social Democrat-Green Party administration. Mr Schroeder had originally come into office promising to halve unemployment.

Still, some measures suggest the picture is not quite so bleak. The soaring official unemployment figure follows a change in the methodology which pushed up the jobless rate by more than 500,000 in January. Adjusted for seasonal changes, the overall unemployment rate is 4.875 million people or 11.7%, up 0.3 percentage points from the previous month. Using the most internationally-accepted methodology of the International Labour Organisation (ILO), Germany had 3.97 million people out of work in January. And ILO-based figures also suggest that 14,000 new net jobs were created that month, taking the number of people employed to 38.9 million. The ILO defines an unemployed person as someone who in the previous four weeks had actively looked for work they could take up immediately.
","german jobless rate new record 5.2 million german work february , new figure show . figure 5.216 million people , 12.6 % working-age population , highest jobless rate europe 's biggest economy since 1930s . news come head germany 's panel government economic adviser predicted growth would stagnate . speaking german tv , bert ruerup said panel 's earlier forecast 1.4 % optimistic warned growth would 1 % 2005. german government trying tackle stubbornly-high level joblessness range labour market reform . centre `` hartz-iv '' programme introduced january shake welfare benefit push people back work - even job heavily subsidised . latest unemployment figure look set increase pressure government . widely leaked german newspaper day advance , produced screaming headline criticising chancellor gerhard schroeder 's social democrat-green party administration . mr schroeder originally come office promising halve unemployment . still , measure suggest picture quite bleak . soaring official unemployment figure follows change methodology pushed jobless rate 500,000 january . adjusted seasonal change , overall unemployment rate 4.875 million people 11.7 % , 0.3 percentage point previous month . using internationally-accepted methodology international labour organisation ( ilo ) , germany 3.97 million people work january . ilo-based figure also suggest 14,000 new net job created month , taking number people employed 38.9 million . ilo defines unemployed person someone previous four week actively looked work could take immediately ."
140.txt,"Ore costs hit global steel firms

Shares in steel firms have dropped worldwide amid concerns that higher iron ore costs will hit profit growth.

Shares in Germany's ThyssenKrupp, the UK's Corus and France's Arcleor fell while Japan's Nippon Steel slid after it agreed to pay 72% more for iron ore. China's Baoshan Iron and Steel Co. said it was delaying a share sale because of weak market conditions, adding it would raise steel prices to offset ore costs. The threat of higher raw material costs also hit industries such as carmakers. France's Peugeot warned that its profits may decline this year as a result of the higher steel, plastic and commodity prices.

Steelmakers have been enjoying record profits as demand for steel has risen, driven by the booming economies of countries such as China and India. Steel prices rose by 8% globally in January alone and by 24% in China.

The boom times are far from over, but analysts say that earnings growth may slow. The share price fall was initially triggered by news that two of the world's biggest iron ore suppliers had negotiated contracts at much-higher prices. Miners Rio Tinto and Cia. Vale Do Rio Dolce (CVRD) this week managed to boost by 72% the price of their iron ore, a key component of steel. Analysts had expected Japan's Nippon to agree to a price rise of between 40% and 50%. Steel analyst Peter Fish, director of Sheffield-based consulting group MEPS, said the extent of CVRD's price rise was ""uncharted territory"", adding that the steel industry ""hasn't seen an increase of this magnitude probably in 50 years"". Analysts now expect other iron ore producers, such as Australia's BHP Billiton, to seek annual price rises of up to 70%.

The news triggered the share price weakness. ""It sparked worries that steel makers might not be able to increase product prices further [ to cover rising ore costs]"" explained Kazuhiro Takahashi of Daiwa Securities SMBC. In Europe, Arcelor shed 2.1% to 17.58 euros in Paris, with ThyssenKrupp dropping 1.7% to 16.87 euros. In London, Corus fell 2.2% to 55.57 pence. Japan's biggest steel company Nippon Steel lost 2.5% to 270 yen, with closest rival JFE Holdings down 3.4%. China's Baoshan, the country's largest steel producer, said that the uncertainty surrounding the industry has prompted it to pull its planned share sale. The firm had been expected to offer 22.5bn yuan ($2.7bn) worth of shares to investors. No date has been given for when the 5 billion shares will come to the market. Baoshan stock climbed on news of the delay and its decision to increase the price of its steel by 10%.
","ore cost hit global steel firm share steel firm dropped worldwide amid concern higher iron ore cost hit profit growth . share germany 's thyssenkrupp , uk 's corus france 's arcleor fell japan 's nippon steel slid agreed pay 72 % iron ore. china 's baoshan iron steel co. said delaying share sale weak market condition , adding would raise steel price offset ore cost . threat higher raw material cost also hit industry carmaker . france 's peugeot warned profit may decline year result higher steel , plastic commodity price . steelmaker enjoying record profit demand steel risen , driven booming economy country china india . steel price rose 8 % globally january alone 24 % china . boom time far , analyst say earnings growth may slow . share price fall initially triggered news two world 's biggest iron ore supplier negotiated contract much-higher price . miner rio tinto cia . vale rio dolce ( cvrd ) week managed boost 72 % price iron ore , key component steel . analyst expected japan 's nippon agree price rise 40 % 50 % . steel analyst peter fish , director sheffield-based consulting group meps , said extent cvrd 's price rise `` uncharted territory '' , adding steel industry `` n't seen increase magnitude probably 50 year '' . analyst expect iron ore producer , australia 's bhp billiton , seek annual price rise 70 % . news triggered share price weakness . `` sparked worry steel maker might able increase product price [ cover rising ore cost ] '' explained kazuhiro takahashi daiwa security smbc . europe , arcelor shed 2.1 % 17.58 euro paris , thyssenkrupp dropping 1.7 % 16.87 euro . london , corus fell 2.2 % 55.57 penny . japan 's biggest steel company nippon steel lost 2.5 % 270 yen , closest rival jfe holding 3.4 % . china 's baoshan , country 's largest steel producer , said uncertainty surrounding industry prompted pull planned share sale . firm expected offer 22.5bn yuan ( $ 2.7bn ) worth share investor . date given 5 billion share come market . baoshan stock climbed news delay decision increase price steel 10 % ."
141.txt,"BMW reveals new models pipeline

BMW is preparing to enter the market for car-style people carriers, the firm's chief has told BBC News.

Speaking at a BMW event ahead of the Geneva motor show, Helmut Panke predicted demand for such crossover vehicles would soar in Europe. In contrast, he said, the popularity of van-style seven-seat vehicles and traditional saloon cars would fade. ""Customers are moving out of the mini-van (and) traditional concepts are not as attractive anymore,"" he said. ""We have decided that BMW will enter the [crossover] segment,"" he said in the clearest indication yet about the car maker's intentions.

Mr Panke praised the Honda Accura as the ""best execution"" yet of a crossover vehicle. ""We have decided that the BMW brand will enter the segment,"" he said.

A decision on just how BMW will manage its entry into the new market is due in the first half of 2005. Typically it takes about three years from when a decision is taken before a new model hits the streets, Mr Panke said, implying that a BMW crossover could be on the market by 2008. The coming switch is driven in part by the need for successful carmakers to stay aware of trans-Atlantic differences in the car market, Mr Panke insisted. While in the US drivers tend to prefer sports utility vehicles (SUVs), such as the BMW X5 and its sibling X3, in Europe demand for crossover vehicles is likely to be considerable, Mr Panke said. ""There's a growing market here,"" he said. ""We are going to go that way.""
","bmw reveals new model pipeline bmw preparing enter market car-style people carrier , firm 's chief told bbc news . speaking bmw event ahead geneva motor show , helmut panke predicted demand crossover vehicle would soar europe . contrast , said , popularity van-style seven-seat vehicle traditional saloon car would fade . `` customer moving mini-van ( ) traditional concept attractive anymore , '' said . `` decided bmw enter [ crossover ] segment , '' said clearest indication yet car maker 's intention . mr panke praised honda accura `` best execution '' yet crossover vehicle . `` decided bmw brand enter segment , '' said . decision bmw manage entry new market due first half 2005. typically take three year decision taken new model hit street , mr panke said , implying bmw crossover could market 2008. coming switch driven part need successful carmaker stay aware trans-atlantic difference car market , mr panke insisted . u driver tend prefer sport utility vehicle ( suv ) , bmw x5 sibling x3 , europe demand crossover vehicle likely considerable , mr panke said . `` 's growing market , '' said . `` going go way . ''"
142.txt,"Asian banks halt dollar's slide

The dollar regained some lost ground against most major currencies on Wednesday after South Korea and Japan denied they were planning a sell-off.

The dollar suffered its biggest one-day fall in four months on Tuesday on fears that Asian central banks were about to lower their reserves of dollars. Japan is the biggest holder of dollar reserves in the world, with South Korea the fourth largest. The dollar was buying 104.76 yen at 0950 GMT, 0.5% stronger on the day. It also edged higher against both the euro and the pound, with one euro worth $1.3218, and one pound buying $1.9094. Concerns over rising oil prices and the outlook for the dollar pushed down US stock markets on Tuesday; the Dow Jones industrial average closed down 1.6%, while the Nasdaq lost 1.3%.

The dollar's latest slide began after a South Korean parliamentary report suggested the country, which has about $200bn in foreign reserves, had plans to boost holdings of currencies such as the Australian and Canadian dollar. On Wednesday, however, South Korea moved to steady the financial markets. It issued a statement that ""The Bank of Korea will not change the portfolio of currencies in its reserves due to short term market factors"". Japan, too, steadied nerves. A senior Japanese Finance Ministry official told Reuters ""we have no plans to change the composition of currency holdings in the foreign reserves, and we are not thinking about expanding our euro holdings"". Japan has $850bn in foreign exchange reserves. At the start of the year, the US currency, which had lost 7% against the euro in the final three months of 2004 and had fallen to record lows, staged something of a recovery. Analysts, however, pointed to the dollar's inability recently to extend that rally despite positive economic and corporate data, and highlighted the fact that many of the US's economic problems had not disappeared. The focus has been on the country's massive trade and budget deficits, and analysts have predicted more dollar weakness to come.
","asian bank halt dollar 's slide dollar regained lost ground major currency wednesday south korea japan denied planning sell-off . dollar suffered biggest one-day fall four month tuesday fear asian central bank lower reserve dollar . japan biggest holder dollar reserve world , south korea fourth largest . dollar buying 104.76 yen 0950 gmt , 0.5 % stronger day . also edged higher euro pound , one euro worth $ 1.3218 , one pound buying $ 1.9094 . concern rising oil price outlook dollar pushed u stock market tuesday ; dow jones industrial average closed 1.6 % , nasdaq lost 1.3 % . dollar 's latest slide began south korean parliamentary report suggested country , $ 200bn foreign reserve , plan boost holding currency australian canadian dollar . wednesday , however , south korea moved steady financial market . issued statement `` bank korea change portfolio currency reserve due short term market factor '' . japan , , steadied nerve . senior japanese finance ministry official told reuters `` plan change composition currency holding foreign reserve , thinking expanding euro holding '' . japan $ 850bn foreign exchange reserve . start year , u currency , lost 7 % euro final three month 2004 fallen record low , staged something recovery . analyst , however , pointed dollar 's inability recently extend rally despite positive economic corporate data , highlighted fact many u 's economic problem disappeared . focus country 's massive trade budget deficit , analyst predicted dollar weakness come ."
143.txt,"Weak dollar trims Cadbury profits

The world's biggest confectionery firm, Cadbury Schweppes, has reported a modest rise in profits after the weak dollar took a bite out of its results.

Underlying pre-tax profits rose 1% to £933m ($1.78bn) in 2004, but would have been 8% higher if currency movements were stripped out. The owner of brands such as Dairy Milk, Dr Pepper and Snapple generates more than 80% of its sales outside the UK. Cadbury said it was confident it would hit its targets for 2005. ""While the external commercial environment remains competitive, we are confident that we have the strategy, brands and people to deliver within our goal ranges in 2005,"" said chief executive Todd Stitzer.

The modest profit rise had been expected by analysts after the company said in December that the poor summer weather had hit soft drink sales in Europe.

Cadbury said its underlying sales were up by 4% in 2004. Growth was helped by its confectionery brands - including Cadbury, Trident and Halls - which enjoyed a ""successful"" year, with like-for-like sales up 6%. Drinks sales were up 2% with strong growth in US carbonated soft drinks, led by Dr Pepper and diet drinks, offset by the weaker sales in Europe. Cadbury added that its Fuel for Growth cost-cutting programme had saved £75m in 2004, bringing total cost savings to £100m since the scheme began in mid-2003. The programme is set to close 20% of the group's factories and shed 10% of the workforce. Cadbury Schweppes employs more than 50,000 people worldwide, with about 7,000 in the UK.
","weak dollar trim cadbury profit world 's biggest confectionery firm , cadbury schweppes , reported modest rise profit weak dollar took bite result . underlying pre-tax profit rose 1 % £933m ( $ 1.78bn ) 2004 , would 8 % higher currency movement stripped . owner brand dairy milk , dr pepper snapple generates 80 % sale outside uk . cadbury said confident would hit target 2005 . `` external commercial environment remains competitive , confident strategy , brand people deliver within goal range 2005 , '' said chief executive todd stitzer . modest profit rise expected analyst company said december poor summer weather hit soft drink sale europe . cadbury said underlying sale 4 % 2004. growth helped confectionery brand - including cadbury , trident hall - enjoyed `` successful '' year , like-for-like sale 6 % . drink sale 2 % strong growth u carbonated soft drink , led dr pepper diet drink , offset weaker sale europe . cadbury added fuel growth cost-cutting programme saved £75m 2004 , bringing total cost saving £100m since scheme began mid-2003 . programme set close 20 % group 's factory shed 10 % workforce . cadbury schweppes employ 50,000 people worldwide , 7,000 uk ."
144.txt,"Oil prices fall back from highs

Oil prices retreated from four-month highs in early trading on Tuesday after producers' cartel Opec said it was now unlikely to cut production.

Following the comments by acting Opec secretary general Adnan Shihab-Eldin, US light crude fell 32 cents to $51.43 a barrel. He said that high oil prices meant Opec was unlikely to stick to its plan to cut output in the second quarter. In London, Brent crude fell 32 cents to $49.74 a barrel.

Opec members are next meeting to discuss production levels on 16 March. On Monday, oil prices rose for a sixth straight session, reaching a four-month high as cold weather in the US threatened stocks of heating oil. US demand for heating oil was predicted to be about 14% above normal this week, while stocks were currently about 7.5% below the levels of a year ago. Cold weather across Europe has also put upward pressure on crude prices.
","oil price fall back high oil price retreated four-month high early trading tuesday producer ' cartel opec said unlikely cut production . following comment acting opec secretary general adnan shihab-eldin , u light crude fell 32 cent $ 51.43 barrel . said high oil price meant opec unlikely stick plan cut output second quarter . london , brent crude fell 32 cent $ 49.74 barrel . opec member next meeting discus production level 16 march . monday , oil price rose sixth straight session , reaching four-month high cold weather u threatened stock heating oil . u demand heating oil predicted 14 % normal week , stock currently 7.5 % level year ago . cold weather across europe also put upward pressure crude price ."
145.txt,"Winn-Dixie files for bankruptcy

US supermarket group Winn-Dixie has filed for bankruptcy protection after succumbing to stiff competition in a market dominated by Wal-Mart.

Winn-Dixie, once among the most profitable of US grocers, said Chapter 11 protection would enable it to successfully restructure. It said its 920 stores would remain open, but analysts said it would most likely off-load a number of sites. The Jacksonville, Florida-based firm has total debts of $1.87bn (£980m). In its bankruptcy petition it listed its biggest creditor as US foods giant Kraft Foods, which it owes $15.1m.

Analysts say Winn-Dixie had not kept up with consumers' demands and had also been burdened by a number of stores in need of upgrading. A 10-month restructuring plan was deemed a failure, and following a larger-than-expected quarterly loss earlier this month, Winn-Dixie's slide into bankruptcy was widely expected. The company's new chief executive Peter Lynch said Winn-Dixie would use the Chapter 11 breathing space to take the necessary action to turn itself around. ""This includes achieving significant cost reductions, improving the merchandising and customer service in all locations and generating a sense of excitement in the stores,"" he said. Yet Evan Mann, a senior bond analyst at Gimme Credit, said Mr Lynch's job would not be easy, as the bankruptcy would inevitably put off some customers. ""The real big issue is what's going to happen over the next one or two quarters now that they are in bankruptcy and all their customers see this in their local newspapers,"" he said.
","winn-dixie file bankruptcy u supermarket group winn-dixie filed bankruptcy protection succumbing stiff competition market dominated wal-mart . winn-dixie , among profitable u grocer , said chapter 11 protection would enable successfully restructure . said 920 store would remain open , analyst said would likely off-load number site . jacksonville , florida-based firm total debt $ 1.87bn ( £980m ) . bankruptcy petition listed biggest creditor u food giant kraft food , owes $ 15.1m . analyst say winn-dixie kept consumer ' demand also burdened number store need upgrading . 10-month restructuring plan deemed failure , following larger-than-expected quarterly loss earlier month , winn-dixie 's slide bankruptcy widely expected . company 's new chief executive peter lynch said winn-dixie would use chapter 11 breathing space take necessary action turn around . `` includes achieving significant cost reduction , improving merchandising customer service location generating sense excitement store , '' said . yet evan mann , senior bond analyst gim credit , said mr lynch 's job would easy , bankruptcy would inevitably put customer . `` real big issue 's going happen next one two quarter bankruptcy customer see local newspaper , '' said ."
